,Variants,HD,Count input,Count selected,Fitness
18121,SKDV,3,671,2,0.000816939895115
57210,FWQM,4,11,0,0.0
90375,LYPP,4,500,4,0.00219266667849
25571,VWPE,3,186,0,0.0
32904,CCLA,4,653,408,0.171249618075
147348,YRFA,4,1511,7597,1.37803513869
127690,SQKA,4,160,3,0.00513906252771
124084,SEAC,4,235,10,0.0116631206303
38581,CWVL,4,811,57,0.0192635636057
55283,FPVY,4,561,4,0.00195424837655
52731,FGLI,4,179,4,0.00612476725835
94104,MNLC,4,207,884,1.17048148779
40237,DGEW,4,15,0,0.0
8705,HNGA,3,1254,1533,0.335063598298
132062,TIRP,4,251,5,0.00545982738668
142450,WYCA,4,666,14687,6.0442371447
138245,WIFF,4,566,62,0.0300232628238
125412,SHTY,4,202,1,0.00135684819213
109824,PYHQ,4,13,0,0.0
106912,PMTI,4,260,1,0.00105416667235
3961,DCGC,3,31,18,0.159145162148
23445,VPKA,3,92,0,0.0
56052,FSEG,4,108,3,0.00761342596698
33409,CEVY,4,618,13,0.00576550704295
54269,FLWR,4,403,4,0.00272043012219
148919,YWRL,4,443,6,0.00371218963627
44313,DVWN,4,54,1,0.00507561731132
76018,ITKS,4,434,2,0.00126305684245
37876,CTTT,4,916,23,0.00688200513172
23852,VQNT,3,157,2,0.00349150744982
86749,LLHH,4,744,8,0.00294713263238
29512,AKAR,4,70,0,0.0
29327,AIKL,4,32,0,0.0
78580,KFTH,4,86,0,0.0
55003,FPCM,4,129,1,0.00212467701404
46566,EHAW,4,38,0,0.0
48906,EPWA,4,139,0,0.0
120475,RNSA,4,2897,164,0.0155159361094
125686,SIQC,4,122,3,0.0067397541347
126582,SMEL,4,807,8,0.00271705908115
40922,DIML,4,95,1,0.00288508773485
36925,CRCS,4,1312,403,0.0841887072629
133414,TNRH,4,89,3,0.00923876409476
32790,CCCQ,4,180,10,0.015226851934
36502,CPVK,4,700,18,0.00704785718086
55202,FPQN,4,64,1,0.00428255210642
42346,DNSM,4,97,1,0.00282560138981
68740,HRIY,4,445,9,0.00554325845685
47202,EIWM,4,53,2,0.0103427673514
144555,YHDT,4,350,2,0.00156619048463
28802,AFPQ,4,24,0,0.0
64091,GYVC,4,104,0,0.0
27706,YIGE,3,582,21,0.00988960486432
51555,FAWN,4,34,1,0.00806127455327
142934,YALN,4,720,23,0.00875543986202
56969,FVVC,4,311,64,0.0564030013759
106906,PMTA,4,638,4,0.00171839081386
15798,QEEV,3,549,5,0.00249620523507
29347,AILR,4,96,1,0.00285503473762
58641,GEWK,4,116,0,0.0
84871,LEWE,4,157,0,0.0
89756,LVTS,4,2435,110,0.0123815880202
101695,NRNM,4,108,0,0.0
77457,KANP,4,1249,10,0.00219442221626
39546,DCVP,4,230,2,0.00238333334618
33942,CGLH,4,1090,28,0.00704067282084
45583,EEDQ,4,126,3,0.00652579368598
43256,DRTH,4,85,2,0.00644901964261
124777,SGAC,4,385,9,0.00640714289169
52457,FFQF,4,24,0,0.0
117477,REHE,4,474,5,0.00289117441784
124201,SEIN,4,137,2,0.00400121656659
21142,VGQS,3,69,2,0.00794444448728
27007,WTLV,3,3222,15658,1.33196674627
29434,AISP,4,118,2,0.00464548025104
8327,HDSY,3,197,0,0.0
120016,RMLH,4,2576,18,0.00191517858175
79038,KHCT,4,265,41,0.0424053461406
135491,TWCT,4,42,7,0.0456805558019
114958,QSCK,4,390,17,0.0119472222866
86052,LIHM,4,133,1,0.00206077695347
45046,EAKH,4,122,0,0.0
129689,SYCI,4,103,4,0.0106440130024
26432,WDVD,3,33,0,0.0
59880,GING,4,126,3,0.00652579368598
89323,LTPP,4,1208,6,0.00136134106694
35063,CKRL,4,1212,35,0.00791494778745
23357,VPDE,3,74,0,0.0
69719,HVEP,4,1020,9,0.00241838236598
31547,ASYE,4,12,1,0.0228402779009
89084,LSWQ,4,933,8,0.00235012505733
24299,VRVY,3,737,4,0.00148756219708
5692,ERPV,3,345,3,0.00238333334618
38115,CVMS,4,1223,1135,0.254361884718
103993,PCHF,4,19,0,0.0
28487,ACVN,4,21,3,0.0391547621159
63555,GWFG,4,117,796,1.86470371376
34207,CHEY,4,103,0,0.0
53774,FKMM,4,38,11,0.0793399127085
72589,IHNH,4,96,1,0.00285503473762
50558,EVRW,4,343,6,0.00479446066725
87823,LPIK,4,227,3,0.00362224671557
81406,KPWQ,4,241,0,0.0
118742,RHVI,4,838,14,0.00457895786081
46523,EGWM,4,188,2,0.00291578015757
56037,FSDK,4,117,1,0.00234259260522
136119,WAFI,4,1208,1135,0.25752035183
107034,PNEE,4,83,2,0.00660441770629
82690,KTPS,4,1389,14,0.00276253901178
71730,IFAT,4,2186,1576,0.19760079399
36981,CRFT,4,1433,10793,2.06432758731
147553,YRTA,4,1249,113,0.0247969710438
148008,YTCN,4,326,11,0.00924821068381
149045,YYCL,4,263,75,0.0781606468093
41175,DKHE,4,20,0,0.0
77517,KART,4,5026,47,0.00256305545884
132288,TKKG,4,24,1,0.0114201389505
68371,HQHN,4,30,0,0.0
102324,NTKH,4,86,1,0.00318701552106
122382,RVCY,4,2390,73,0.0083715830298
106233,PKVA,4,793,8,0.00276502733731
39393,DCKA,4,22,2,0.024916666801
8306,HDRS,3,688,7,0.00278863858093
133743,TPRK,4,66,0,0.0
8804,HQNV,3,73,1,0.00375456623029
28688,AFFM,4,19,0,0.0
94099,MNKS,4,254,5,0.00539534123644
17225,RPGK,3,1464,26,0.00486760020839
129621,SWVN,4,446,4,0.00245814650055
133881,TQDK,4,12,0,0.0
95100,MRIL,4,1376,11,0.00219107317073
31169,ARRY,4,40,0,0.0
54851,FNQC,4,21,0,0.0
83813,KYVA,4,472,5,0.0029034251569
83151,KVWH,4,1341,15,0.00306580911422
122101,RTIE,4,692,9,0.00356466764928
117851,RFIH,4,777,10,0.00352745604648
100736,NNSG,4,249,3,0.00330220885315
96747,MYCM,4,141,380,0.738664306583
98490,NGEY,4,146,0,0.0
109624,PWRN,4,105,2,0.00522063494878
53911,FKWE,4,32,0,0.0
138217,WIDR,4,1620,16,0.00270699589937
121027,RQHW,4,142,1,0.00193016432966
26136,WDAG,3,1775,1725,0.266362677492
142731,WYVK,4,853,7,0.00224921845683
69625,HTWK,4,173,2,0.00316859346602
26059,WAFV,3,2625,46747,4.88098043902
38071,CVKK,4,177,7,0.0108394539191
58113,GCIW,4,36,1,0.00761342596698
64110,GYWE,4,21,0,0.0
110777,QEAW,4,418,1,0.000655701757921
109099,PVEM,4,111,2,0.00493843846507
25644,VWTF,3,198,1,0.00138425926672
16770,RDRQ,3,2710,27,0.00273071957192
84612,LEDW,4,154,1,0.00177976191436
9991,IVGI,3,888,1937,0.597859706677
81420,KPYL,4,464,5,0.00295348421133
86362,LKEK,4,157,0,0.0
41366,DKTY,4,66,0,0.0
60348,GKWE,4,154,1,0.00177976191436
149017,YWYW,4,46,0,0.0
77542,KATE,4,623,9,0.00395947032632
69701,HVDP,4,1040,9,0.00237187501279
25878,VYMF,3,148,2,0.0037038288488
55239,FPSN,4,449,6,0.00366258353868
81654,KQQL,4,320,5,0.00428255210642
10193,KDCL,3,878,37,0.0115502088702
50644,EVYN,4,168,2,0.00326289684299
141091,WSFP,4,5837,11061,0.519382519504
24848,VTMC,3,138,19,0.0377361113146
26000,VYTY,3,274,1,0.00100030414165
64090,GYVA,4,359,1,0.000763463328165
138885,WLAP,4,6848,82,0.00328195581988
46618,EHES,4,103,1,0.00266100325059
145609,YLER,4,1111,6,0.00148019802778
146352,YNIK,4,121,1,0.00226515152736
43731,DTEW,4,14,0,0.0
118012,RFTD,4,13,0,0.0
120696,RPIT,4,1326,12,0.00248039217024
144889,YIDG,4,272,5,0.00503829659579
34891,CKEW,4,92,4,0.0119166667309
3946,DANV,3,29,0,0.0
69439,HTKG,4,114,1,0.00240423977904
81350,KPSP,4,1764,20,0.00310752080285
118022,RFTP,4,1916,17,0.00243184587254
24470,VSKG,3,168,4,0.00652579368598
28729,AFKI,4,10,0,0.0
124027,SCTW,4,77,1,0.00355952382872
116906,RAQE,4,930,7,0.00206299284266
115968,QVWS,4,4525,154,0.00932791901899
148983,YWWA,4,179,24,0.0367486035501
124702,SFTA,4,1379,15,0.00298132706466
23251,VNTH,3,375,1,0.00073088889283
52732,FGLK,4,163,0,0.0
136130,WAFY,4,1522,61,0.0109849431166
9349,IDRH,3,176,1,0.00155729167506
43412,DSFY,4,118,0,0.0
38148,CVPN,4,714,16,0.00614192346916
9751,IMWV,3,660,21,0.00872083338035
58715,GFDM,4,115,0,0.0
87626,LNSP,4,2251,20,0.0024352139921
78646,KFYY,4,47,0,0.0
70396,HYDT,4,406,2,0.00135016421089
11005,KSYV,3,618,229,0.101561624064
136744,WCYS,4,860,97,0.0309140505543
97979,NERN,4,275,3,0.00299000001612
83824,KYVP,4,419,2,0.00130827367452
92461,MHRC,4,93,4,0.0117885305295
73175,IKFS,4,1226,304,0.0679619362011
142061,WVWS,4,9645,366,0.0104006739804
75897,ITCF,4,318,12,0.0103427673514
15914,QHGC,3,396,2975,2.05908565925
102308,NTIK,4,130,1,0.0021083333447
56513,FTMR,4,160,1,0.00171302084257
56395,FTEF,4,41,1,0.00668495938564
20871,VFVR,3,3546,34,0.00262798459774
41206,DKIT,4,172,1,0.00159350776053
106101,PKLQ,4,258,4,0.00424935402808
44029,DVCR,4,124,2,0.00442069894857
22365,VLFS,3,2062,189,0.0251220903391
84442,LCQN,4,47,2,0.0116631206303
12863,MLDV,3,1107,8,0.00198072870686
3335,CFGQ,3,1147,1620,0.387109853874
130186,TANQ,4,27,2,0.0203024692453
113491,QMVC,4,765,27,0.00967352946392
28703,AFHR,4,18,0,0.0
128638,STCF,4,285,8,0.00769356729294
3745,CSGM,3,1382,8015,1.58956434769
111040,QETF,4,309,4,0.00354800433412
39477,DCPT,4,44,0,0.0
8919,HTQV,3,173,0,0.0
43741,DTFL,4,267,1,0.00102652934386
148090,YTIE,4,250,0,0.0
18964,TFAV,3,218,6,0.00754357802232
63847,GYCR,4,72,1,0.00380671298349
22913,VMTP,3,1116,5,0.00122797193016
37802,CTPT,4,900,21,0.00639527781226
106188,PKRM,4,302,1,0.000907560711295
52499,FFSM,4,259,10,0.0105823681394
54946,FNWI,4,30,5,0.0456805558019
91222,MECM,4,144,66,0.125621528455
88312,LQSI,4,380,25,0.0180317983428
72800,IIEA,4,555,6,0.00296306307904
41493,DLFA,4,381,5,0.00359689415763
91014,MCMA,4,290,1827,1.72672500931
56077,FSFP,4,918,74,0.0220938635904
91272,MEFH,4,500,7,0.00383716668736
130486,TCNQ,4,18,2,0.0304537038679
31734,ATPM,4,14,0,0.0
102996,NWIH,4,74,0,0.0
115060,QSKA,4,716,15,0.0057419693047
145189,YIYS,4,414,24,0.0158888889746
7057,GDEA,3,418,2,0.00131140351584
28266,AALL,4,88,1,0.00311458335013
95187,MRPG,4,620,16,0.00707311831771
87681,LNWP,4,595,5,0.00230322130093
38663,CYDA,4,264,11,0.0114201389505
75325,IRLM,4,819,62,0.0207486773605
118897,RIHQ,4,376,1,0.000728945039391
132112,TIVK,4,116,1,0.00236278736906
134101,TRAI,4,106,6,0.015514151027
64887,HEEF,4,64,1,0.00428255210642
146378,YNKT,4,218,4,0.00502905201488
114543,QQVW,4,448,2,0.00122358631612
29049,AGRT,4,61,1,0.00449316942313
54684,FNDS,4,204,3,0.00403063727663
72066,IGAG,4,264,1558,1.61750695317
44701,DYFP,4,139,1,0.0019718225526
108221,PRQA,4,161,2,0.00340476192312
19809,VASR,3,452,1,0.000606379059317
76889,IWWN,4,125,3,0.00657800003547
1237,VDLG,2,82,941,3.14527339094
39889,DFDS,4,252,5,0.00543816140498
60672,GLTY,4,332,0,0.0
5110,EDPA,3,457,4,0.00239897886049
88491,LRHC,4,215,15,0.0191220931264
47598,ELCM,4,95,24,0.0692421056365
128247,SRYF,4,349,7,0.00549737347759
24601,VSSK,3,903,7,0.00212467701404
73906,IMII,4,463,3,0.00177591793614
83511,KWYG,4,89,383,1.1794822161
82914,KVFS,4,3721,494,0.0363873064759
98973,NHPQ,4,66,1,0.00415277780017
107648,PPYG,4,101,3,0.00814108915281
41364,DKTT,4,158,3,0.00520411395211
147009,YQFL,4,668,27,0.0110782186226
8871,HSGS,3,3320,17860,1.47443625293
17208,RNTV,3,1174,9,0.00210114992615
119139,RIYQ,4,440,12,0.0074750000403
132808,TLWG,4,108,1,0.00253780865566
85832,LHQK,4,29,0,0.0
139406,WMMH,4,950,15,0.00432763160228
113644,QNHL,4,516,4,0.00212467701404
41500,DLFK,4,85,1,0.00322450982131
130580,TCVS,4,155,6,0.0106096774766
124924,SGLE,4,895,5,0.00153119181459
15556,QDIC,3,228,6,0.00721271933713
110528,QCIE,4,83,3,0.00990662655944
129538,SWQA,4,160,2,0.00342604168514
100723,NNRM,4,214,0,0.0
40858,DIHT,4,32,0,0.0
57458,FYKS,4,27,0,0.0
78668,KGCD,4,14,0,0.0
119665,RLLR,4,7445,85,0.00312922544781
84636,LEFG,4,537,2937,1.49903678648
68833,HRQC,4,115,5,0.0119166667309
22025,VKHG,3,127,6,0.0129488189675
23621,VPWA,3,207,3,0.00397222224364
36543,CPYQ,4,177,2,0.00309698683402
134466,TSCQ,4,62,0,0.0
12653,MEGP,3,696,13,0.00511937263297
29100,AGWG,4,13,2,0.042166666894
138195,WICN,4,458,73,0.0436857717057
25515,VWLA,3,1071,5218,1.33535652759
53811,FKPN,4,82,1,0.00334247969282
59282,GGSY,4,464,0,0.0
99923,NLKI,4,70,1,0.00391547621159
103137,NWSK,4,92,1,0.00297916668273
7097,GDHG,3,102,0,0.0
21758,VIML,3,546,19,0.00953769846412
299,FDGK,2,66,0,0.0
78648,KGAC,4,1323,18,0.00372902496342
79044,KHDF,4,120,0,0.0
91764,MFQI,4,62,0,0.0
137942,WHIT,4,731,18,0.0067489740446
34341,CHPK,4,102,5,0.0134354575888
141239,WSQK,4,770,9,0.00320357144584
110365,QAVF,4,1460,15,0.00281592467272
115068,QSKL,4,1025,11,0.00294138212968
16232,QRGT,3,4096,2743,0.183547506686
93460,MLNT,4,2075,61,0.00805738960168
136900,WELF,4,1417,52,0.0100581040298
10046,IWPV,3,395,22,0.0152654009262
80105,KLEN,4,328,2,0.00167123984641
120369,RNLG,4,1633,3517,0.590294604122
71166,ICKP,4,146,6,0.0112636986909
27185,YCGP,3,678,397,0.160488324366
132595,TLHK,4,50,1,0.00548166669622
19718,VAML,3,244,5,0.00561646177892
15948,QIEV,3,455,8,0.00481904764503
133570,TPDY,4,31,0,0.0
79698,KKAF,4,361,2,0.00151846722887
71464,IEHF,4,39,0,0.0
53723,FKIP,4,212,0,0.0
89649,LVND,4,15,0,0.0
25395,VWCK,3,200,9,0.0123337500665
60,VGGV,1,247,480,0.864025848061
129416,SWHH,4,95,2,0.00577017546971
92367,MHKM,4,44,0,0.0
29794,ALDH,4,39,0,0.0
64014,GYPK,4,18,0,0.0
121805,RSMM,4,849,6,0.00193698469831
49757,ESKL,4,211,1,0.00129897315076
85417,LGLN,4,800,15,0.00513906252771
126996,SNKC,4,138,2,0.00397222224364
114328,QQHC,4,82,2,0.00668495938564
94091,MNKI,4,59,0,0.0
84606,LEDN,4,193,4,0.00568048362303
100263,NMKC,4,34,1,0.00806127455327
68726,HRIF,4,316,2,0.0017347046507
129385,SWEN,4,68,0,0.0
44434,DWIQ,4,42,0,0.0
129219,SVRP,4,3762,40,0.00291423003521
112543,QKDI,4,191,2,0.00286998256347
18948,TEGT,3,111,35,0.0864226731386
47030,EIKY,4,49,0,0.0
124004,SCSP,4,1033,31,0.0082251533196
119195,RKDQ,4,508,4,0.00215813649458
72064,IGAE,4,246,5,0.00557079948803
139334,WMHK,4,312,2,0.00175694445392
55512,FQPE,4,37,0,0.0
92616,MIDQ,4,213,1,0.00128677621977
87283,LMSS,4,4324,586,0.0371445037464
10203,KDDA,3,908,6,0.00181112335778
67344,HMHY,4,102,1,0.00268709151776
46307,EGHQ,4,106,0,0.0
67414,HMMS,4,561,10,0.00488562094137
43240,DRSK,4,83,0,0.0
7847,GTGL,3,1758,139,0.0216709803975
20138,VCSA,3,797,3530,1.21394500864
86326,LKCK,4,388,20,0.014128006949
127730,SQMG,4,173,57,0.0903049137817
141371,WTAI,4,1789,182,0.0278832682703
81663,KQQY,4,138,2,0.00397222224364
50814,EWNG,4,18,1,0.015226851934
50499,EVNP,4,401,4,0.00273399835223
96974,MYSE,4,448,2,0.00122358631612
128560,SSVC,4,1550,32,0.00565849465416
8848,HRVV,3,1562,18,0.00315845072125
96052,MVCI,4,305,792,0.711718036624
138842,WKWH,4,746,6,0.00220442360438
63761,GWTY,4,40,0,0.0
16279,QSPV,3,1144,14,0.00335416668475
31610,ATDT,4,41,0,0.0
44598,DWWR,4,17,0,0.0
4372,DIGG,3,115,4,0.00953333338473
78754,KGHQ,4,461,5,0.00297270428212
100489,NNAM,4,159,2,0.00344758911712
70064,HWEM,4,65,0,0.0
141661,WTTR,4,2977,27,0.00248580787366
105200,PGTP,4,357,3,0.00230322130093
114364,QQKC,4,75,0,0.0
107317,PNYT,4,235,2,0.00233262412605
89197,LTFS,4,2367,551,0.0638022465065
87035,LMCM,4,544,460,0.231761643406
40407,DGSG,4,58,0,0.0
35173,CLAM,4,1310,830,0.173655853354
45283,ECCI,4,12,0,0.0
66668,HKIT,4,439,4,0.00249734245842
108103,PRHN,4,82,0,0.0
56584,FTRQ,4,160,0,0.0
91304,MEIC,4,264,5,0.00519097225021
80369,KLYA,4,652,56,0.0235408999224
69833,HVMW,4,182,0,0.0
28783,AFNP,4,88,0,0.0
28774,AFNE,4,20,0,0.0
145717,YLMN,4,434,10,0.00631528421224
35469,CLVM,4,1977,50,0.00693179905946
136999,WERL,4,7279,83,0.0031252805041
143568,YEHP,4,298,0,0.0
115122,QSNK,4,227,0,0.0
55237,FPSL,4,1383,9,0.00178362256927
56679,FTYY,4,77,0,0.0
14503,PDHW,3,14,0,0.0
116421,QYFY,4,77,0,0.0
64337,HANQ,4,98,0,0.0
87317,LMVP,4,3767,32,0.00232828954445
88116,LQEL,4,232,2,0.00236278736906
16825,RDVN,3,2146,24,0.00306523766797
60611,GLQP,4,274,2,0.00200060828329
5688,ERKV,3,147,2,0.00372902496342
12121,LVGL,3,5408,15376,0.779272440099
77551,KATP,4,1994,11,0.00151199432443
145858,YLWF,4,531,1,0.000516164472337
94087,MNKE,4,81,3,0.0101512346226
118126,RGDF,4,1668,15,0.00246477819075
69689,HVCY,4,333,14,0.0115230230852
142412,WWWW,4,326,8,0.00672597140641
28619,AFAM,4,36,32,0.243629630943
60474,GLHE,4,114,0,0.0
10567,KFGI,3,198,611,0.845782411968
1843,VRGI,2,562,927,0.452091194608
48559,ENVR,4,1171,22,0.00514930261814
115962,QVWL,4,4055,54,0.0036499383674
102117,NSST,4,1183,13,0.00301190477814
113715,QNMI,4,193,2,0.00284024181151
3785,CTGP,3,1982,74,0.0102331820262
91314,MEIP,4,793,2,0.000691256834328
77943,KCYH,4,39,0,0.0
103354,NYKM,4,12,0,0.0
107976,PQWN,4,32,2,0.0171302084257
97602,NCPE,4,27,1,0.0101512346226
81973,KRNT,4,732,2,0.000748861570522
98991,NHQQ,4,37,0,0.0
24523,VSNE,3,321,2,0.00170768432904
119917,RMEC,4,526,13,0.00677392272347
78443,KFKQ,4,47,0,0.0
58742,GFFA,4,482,138,0.0784719921243
115423,QTKR,4,687,8,0.00319165455384
5454,EKGL,3,986,3072,0.853939152677
64213,HAET,4,418,0,0.0
78406,KFHP,4,95,3,0.00865526320456
12088,LTGR,3,2198,49,0.00611013803719
97905,NEML,4,200,2,0.00274083334811
15190,PSGC,3,572,82,0.0392916668785
54593,FMVR,4,555,6,0.00296306307904
117345,RCWC,4,157,4,0.00698301489965
114689,QRHS,4,870,33,0.0103962644239
87239,LMQL,4,423,2,0.00129590229225
81295,KPPP,4,879,13,0.00405356467866
115807,QVMF,4,648,8,0.00338374487421
44709,DYHF,4,10,0,0.0
143667,YEPC,4,138,3,0.00595833336546
6647,FPGL,3,975,36,0.0101200000546
73234,IKLC,4,398,445,0.306449959776
74496,IPAS,4,1002,56,0.015318030688
50749,EWIA,4,102,1,0.00268709151776
145127,YITK,4,166,0,0.0
10568,KFGK,3,157,2,0.00349150744982
147168,YQRH,4,607,3,0.00135461285739
73254,IKMF,4,194,2,0.00282560138981
101543,NRDE,4,152,0,0.0
95414,MSFM,4,1144,86,0.0206041667778
145790,YLRM,4,1247,8,0.00175835339093
39953,DFII,4,86,1,0.00318701552106
78639,KFYN,4,40,1,0.00685208337028
19201,TMGQ,3,120,14,0.0319763890613
5887,FADV,3,62,0,0.0
126054,SKRE,4,674,4,0.00162660732826
16936,RFMV,3,817,7,0.00234832722604
74412,INTF,4,289,1,0.000948385241561
115811,QVMK,4,633,4,0.00173196420102
131456,TGRF,4,58,1,0.00472557473812
113394,QMNS,4,603,9,0.00409079604196
129571,SWRT,4,679,3,0.0012109720242
18175,SLGQ,3,3110,153,0.0134838425164
74359,INQH,4,80,0,0.0
26571,WGGF,3,4536,4622,0.279279800154
14067,NQFV,3,90,0,0.0
89437,LTWS,4,1062,12,0.00309698683402
5850,EYDV,3,34,1,0.00806127455327
136710,WCVY,4,1536,72,0.0128476563193
36274,CPEW,4,135,3,0.00609074077358
127535,SPWK,4,291,5,0.00470933564968
146616,YPCY,4,329,5,0.00416540022509
118203,RGIG,4,1876,11,0.00160709844505
142866,YAFT,4,1133,5811,1.40573544447
112863,QLAY,4,930,9,0.00265241936914
97686,NCVH,4,133,2,0.00412155390693
57097,FWFT,4,171,737,1.18128314477
132584,TLFS,4,559,27,0.0132383721644
113307,QMIA,4,545,3,0.00150871560446
31900,AVEF,4,10,0,0.0
93489,MLQL,4,429,1,0.000638888892334
6610,FNGL,3,544,1099,0.553708795878
42182,DNFQ,4,60,1,0.00456805558019
58132,GCKY,4,24,1,0.0114201389505
105670,PIES,4,439,5,0.00312167807302
54321,FMCP,4,227,10,0.0120741557186
97973,NERG,4,385,4,0.00284761906297
104897,PFWS,4,402,2,0.00136359868065
68922,HRVW,4,716,6,0.00229678772188
111169,QFEG,4,248,2,0.00221034947428
70276,HWTF,4,137,0,0.0
90439,LYTE,4,312,3,0.00263541668088
10174,KDAK,3,594,3,0.00138425926672
126595,SMFE,4,617,4,0.00177687737317
7256,GDSA,3,867,17,0.00537418303551
66861,HKWN,4,124,3,0.00663104842285
104721,PFLC,4,370,10,0.0074076576976
121130,RQPN,4,246,3,0.00334247969282
25092,VVEP,3,217,0,0.0
121050,RQKF,4,112,1,0.00244717263224
136064,WACL,4,5905,3457,0.160458270693
46694,EHLF,4,72,1,0.00380671298349
27306,YDHN,3,96,1,0.00285503473762
144692,YHNK,4,49,0,0.0
82250,KSIQ,4,373,5,0.00367403934063
74977,IQLL,4,615,16,0.00713062334468
101701,NRNT,4,264,0,0.0
31009,AREF,4,15,0,0.0
60222,GKNF,4,89,0,0.0
108407,PSEH,4,312,0,0.0
138763,WKRE,4,1336,8,0.00164121757372
10538,KEGS,3,2630,60,0.00625285174474
103377,NYLS,4,262,5,0.00523059799258
96381,MWAK,4,367,5,0.0037341053789
107887,PQQP,4,46,0,0.0
118045,RFVT,4,5086,46,0.00247892909975
120346,RNKA,4,828,6,0.00198611112182
95794,MTIF,4,311,0,0.0
119173,RKCL,4,1611,85,0.0144612560267
139698,WNHY,4,306,3,0.00268709151776
148275,YTVF,4,779,6,0.00211103980599
78694,KGDL,4,2694,33,0.00335736824379
57844,GANQ,4,129,0,0.0
99556,NKIC,4,81,3,0.0101512346226
58552,GEQM,4,92,0,0.0
71992,IFTF,4,512,5,0.00267659506651
127706,SQKW,4,50,1,0.00548166669622
94917,MQTM,4,120,1,0.00228402779009
108254,PRRT,4,1037,6,0.00158582450228
135346,TVQS,4,74,2,0.0074076576976
86161,LIPN,4,233,2,0.00235264665074
138907,WLCS,4,3493,3806,0.298643335898
31705,ATMR,4,45,1,0.00609074077358
128970,SVAF,4,851,15,0.00483108110713
65650,HGKK,4,79,0,0.0
12503,MDPN,3,85,1,0.00322450982131
106446,PLLQ,4,1060,13,0.00336139938919
126971,SNHQ,4,164,1,0.00167123984641
67887,HNVS,4,1336,12,0.00246182636058
21379,VHKA,3,73,1,0.00375456623029
52967,FHDL,4,241,1,0.00113727524818
122656,RVVI,4,5083,63,0.00339705884185
139508,WMSS,4,5614,113,0.00551681810361
20414,VENI,3,63,1,0.00435052912399
7987,HAFV,3,418,509,0.333752194782
114923,QRYM,4,396,7,0.00484490743353
125036,SGSG,4,865,11,0.00348545281263
4720,DTLV,3,148,2,0.0037038288488
77169,IYSD,4,14,0,0.0
67718,HNKK,4,64,0,0.0
148085,YTHT,4,574,9,0.00429747389077
1240,VDLK,2,47,1,0.00583156031513
137923,WHHS,4,620,14,0.00618897852799
140940,WRTQ,4,1902,14,0.00201743779567
40749,DHYL,4,26,0,0.0
112068,QHSF,4,330,2,0.00166111112007
75834,ISVR,4,4072,37,0.00249044287525
109671,PWVF,4,186,1,0.00147356631619
88763,LSAP,4,4669,119,0.00698563222157
15628,QDNA,3,548,172,0.0860261561816
36137,CNTH,4,230,7,0.00834166671164
34423,CHTY,4,68,0,0.0
144677,YHMN,4,96,5,0.0142751736881
66397,HINT,4,348,5,0.00393797894844
66910,HLCG,4,592,1930,0.893548709773
47301,EKFA,4,207,38,0.0503148150861
111175,QFEN,4,179,1,0.00153119181459
91042,MCNN,4,181,9,0.0136284531122
102314,NTIR,4,335,3,0.00245447762517
119211,RKEM,4,463,2,0.00118394529076
26072,WAGP,3,8729,736,0.0231097874236
46732,EHNH,4,22,0,0.0
19063,THLV,3,51,2,0.010748366071
121233,RQWE,4,424,8,0.00517138367568
145193,YKAA,4,863,10194,3.23754984364
14021,NNSV,3,374,4,0.00293137256482
59657,GHVT,4,478,1,0.000573396097931
39091,DALC,4,51,1,0.00537418303551
67341,HMHS,4,287,5,0.00477497098974
85345,LGFQ,4,718,6,0.00229038998449
20542,VEWP,3,92,1,0.00297916668273
11938,LPGS,3,1911,170,0.0243820862993
66658,HKIH,4,219,1,0.00125152207676
125535,SIEQ,4,412,2,0.0013305016253
145085,YIRE,4,383,5,0.00357811142051
134116,TRCF,4,41,1,0.00668495938564
100527,NNDP,4,288,2,0.00190335649174
131476,TGSH,4,78,2,0.00702777781567
100481,NNAC,4,139,7,0.0138027578682
97745,NEAN,4,185,3,0.00444459461856
132507,TLAM,4,143,13,0.024916666801
5499,ELGW,3,198,0,0.0
48031,EMIM,4,84,0,0.0
99143,NIDE,4,78,2,0.00702777781567
57611,FYVR,4,324,6,0.00507561731132
33721,CFTE,4,308,6,0.00533928574307
24964,VTTM,3,220,5,0.00622916670025
115918,QVTD,4,18,0,0.0
85698,LHFY,4,309,8,0.00709600866825
66024,HHME,4,52,0,0.0
49064,EQIS,4,76,1,0.00360635966857
101877,NSCN,4,181,7,0.0105999079761
71335,ICWA,4,262,31,0.032429707554
32504,CAFY,4,349,10,0.00785339068227
51824,FCSF,4,76,2,0.00721271933713
81525,KQHH,4,167,1,0.00164121757372
133739,TPRF,4,51,2,0.010748366071
146427,YNNN,4,80,2,0.00685208337028
66726,HKNC,4,88,2,0.00622916670025
2439,AHGR,3,27,0,0.0
102925,NWDI,4,28,1,0.00978869052897
289,FDDV,2,78,0,0.0
10799,KMGR,3,1805,13,0.00197400739753
143198,YCFC,4,105,221,0.576880161841
16235,QRHV,3,498,5,0.00275184071095
3647,CPQV,3,221,2,0.00248039217024
110216,QALG,4,2204,18818,2.34015435321
140358,WQEL,4,976,9,0.00252740780051
84954,LFDP,4,2182,27,0.0033914986434
61220,GNLG,4,396,164,0.113509259871
83377,KWNS,4,149,3,0.00551845640559
107083,PNHT,4,117,1,0.00234259260522
